BOROUGH,Cultural Venue Type,additional_contact_name,address1,address2,address3,alternativenames,borough_code,borough_name,building_name,contact_name,easting,fid_london_ward,greenflagcommunityaward,gss_code,latitude,longitude,northing,os_addressbase_uprn,rm_organisation_name,runtime,site_name,ward,ward_2018_code,ward_2018_name,ward_code,ward_code_2018,ward_name_2018,website
Hackney,Music (office based businesses),,12 Colne Road,Hackney,,,E09000012,Hackney,,,536036.9631348358,,,E09000012,51.553389514815436,-0.039216919008968454,185654.92248683248,100000000000,,04/20/2020,Blue Print Music Publishing Ltd,,E05009379,King's Park,,,,
Hackney,Music (office based businesses),,127 Stoke Newington Church Stre,Hackney,,,E09000012,Hackney,,,533144.9639213188,,,E09000012,51.56191528717163,-0.08057595896384043,186526.92224947212,100000000000,,04/20/2020,Lucky Seven,,E05009369,Clissold,,,,
Hackney,Music (office based businesses),,29 Brownswood Road,Hackney,,,E09000012,Hackney,,,532164.9641891934,,,E09000012,51.5633231174211,-0.09465613136846408,186657.92221343785,100000000000,,04/20/2020,Milton Music Ltd,,E05009367,Brownswood,,,,
Havering,Music (office based businesses),,14 Westlyn Close,Havering,,,E09000016,Havering,,,553345.95843106,,,E09000016,51.52003254787105,0.20885392556343219,182435.9233619332,100000000000,,04/20/2020,Nonamerecords Ltd,,E05000318,Rainham And Wennington,,,,
Havering,Music (office based businesses),,45 Bellhouse Road,Havering,,,E09000016,Havering,,,550206.9592847662,,,E09000016,51.56486635488101,0.16573227526328857,187331.92203000165,100000000000,,04/20/2020,A1 Records Ltd,,E05000306,Brooklands,,,,
Havering,Music (office based businesses),,108 South Street,Havering,,,E09000016,Havering,,,551341.9589755593,,,E09000016,51.57519255998516,0.18260356969290628,188514.92171061062,10091833643,,04/20/2020,Fiction,,E05000319,Romford Town,,,,www.fictionclub.co.uk/romford
Havering,Music (office based businesses),,10 Western Road,Havering,,,E09000016,Havering,,,551433.9589509862,,,E09000016,51.57674023291666,0.18400548530015387,188689.9216627034,10091832892,,04/20/2020,Supersonic Sound Ltd,,E05000319,Romford Town,,,,
Havering,Music (office based businesses),,161 Southend Arterial Road,Havering,,,E09000016,Havering,,,554283.9581738752,,,E09000016,51.58656054625311,0.22561773116635125,189868.9213401529,100000000000,,04/20/2020,Syn Cyr Records Ltd,,E05000309,Emerson Park,,,,
Hillingdon,Music (office based businesses),,17 Tanglewood Close,Hillingdon,,,E09000017,Hillingdon,,,507442.9709104059,,,E09000017,51.53100777631035,-0.45243924276123965,182478.9233481103,100000000000,,04/20/2020,Detriment Records Ltd,,E05000326,Brunel,,,,
Hillingdon,Music (office based businesses),,225 Harefield Road,Hillingdon,,,E09000017,Hillingdon,,,505962.971314676,,,E09000017,51.55737159765952,-0.4728932206673543,185380.92256239906,100000000000,,04/20/2020,Abc Digital Publishing Ltd,,E05000340,Uxbridge North,,,,
Hillingdon,Music (office based businesses),,24 Wieland Road,Hillingdon,,,E09000017,Hillingdon,,,510307.9701317356,,,E09000017,51.610477250221976,-0.4083595272850748,191381.92093128222,100000000000,,04/20/2020,Fusion Records Ltd,,E05000336,Northwood Hills,,,,
Haringey,Music (office based businesses),,26 Pemberton Road,,,,E09000014,Haringey,,,531484.9643718896,,,E09000014,51.58030478012331,-0.10376106050570201,188529.9217050402,100000000000,,04/20/2020,Craft Productions Ltd,,E05000271,Harringay,,,,
Haringey,Music (office based businesses),,43 Inderwick Road,,,,E09000014,Haringey,,,530764.9645683104,,,E09000014,51.578881668204,-0.11421183347085692,188352.92175249656,100000000000,,04/20/2020,Around The Way Music Publishing Ltd,,E05000279,Stroud Green,,,,
Haringey,Music (office based businesses),,1 Pemberton Road,,,,E09000014,Haringey,,,531405.9643934158,,,E09000014,51.5805209040494,-0.10489229683461226,188551.92169910733,100000000000,,04/20/2020,Moorish Music Ltd,,E05000271,Harringay,,,,
Haringey,Music (office based businesses),,29 Elmar Road,,,,E09000014,Haringey,,,532950.9639779385,,,E09000014,51.58466968267699,-0.0824183066993296,189053.92156307865,100000000000,,04/20/2020,Cfn Records Ltd,,E05000280,Tottenham Green,,,,
Haringey,Music (office based businesses),,17 Shakespeare Gardens,,,,E09000014,Haringey,,,527716.9653972327,,,E09000014,51.586733307911004,-0.1578858030400095,189148.92153575487,10003973212,,04/20/2020,Cala Records Ltd,,E05000270,Fortis Green,,,,www.calarecords.com
Haringey,Music (office based businesses),,34 Stanmore Road,,,,E09000014,Haringey,,,531975.9642410551,,,E09000014,51.5880081649124,-0.09635259154058949,189399.92146916472,100000000000,,04/20/2020,R2 Records Ltd,,E05000282,West Green,,,,
Haringey,Music (office based businesses),,64 Alexandra Gardens,,,,E09000014,Haringey,,,529007.9650469066,,,E09000014,51.58946807856818,-0.13913793429785365,189485.9214460359,100000000000,,04/20/2020,Sintra Records Ltd,,E05000274,Muswell Hill,,,,
Haringey,Music (office based businesses),,4 Jansons Road,,,,E09000014,Haringey,,,533329.9638730313,,,E09000014,51.58895644253017,-0.07676665069217439,189540.92142910557,100000000000,,04/20/2020,Guerrero Records Ltd,,E05000280,Tottenham Green,,,,
Haringey,Music (office based businesses),,52 Dongola Road,,,,E09000014,Haringey,,,533101.963934458,,,E09000014,51.59080760875149,-0.07998004848418135,189740.92137440044,100000000000,,04/20/2020,Dongola Records Ltd,,E05000268,Bruce Grove,,,,
Haringey,Music (office based businesses),,82 Alexandra Road,,,,E09000014,Haringey,,,531157.9644641394,,,E09000014,51.592647439154085,-0.10796830652712125,189894.92133400473,100000000000,,04/20/2020,Bright Pink Records Ltd,,E05000275,Noel Park,,,,
Haringey,Music (office based businesses),,15 Willan Road,,,,E09000014,Haringey,,,533056.9639467061,,,E09000014,51.593954442474256,-0.08049709346879735,190089.9212793855,100000000000,,04/20/2020,D'metri Reality Entertainment Records Ltd,,E05000282,West Green,,,,
Haringey,Music (office based businesses),,12 Rosebery Mews,Rosebery Road,,,E09000014,Haringey,,,529068.9650311996,,,E09000014,51.598314887876896,-0.1378957141077903,190471.92117858067,10003976660,,04/20/2020,Deaf Fret Management Ltd,,E05000266,Alexandra,,,,
Haringey,Music (office based businesses),,13 Perth Road,,,,E09000014,Haringey,,,531632.9643358596,,,E09000014,51.599986371979966,-0.1008047218469487,190723.92111085547,100000000000,,04/20/2020,Musicbooky Ltd,,E05000284,Woodside,,,,
Haringey,Music (office based businesses),,21 Melrose Avenue,,,,E09000014,Haringey,,,531833.9642813567,,,E09000014,51.600415630938976,-0.09788445587271513,190776.9210957584,100000000000,,04/20/2020,String Tree Records Ltd,,E05000284,Woodside,,,,
Haringey,Music (office based businesses),,452 White Hart Lane,,,,E09000014,Haringey,,,532438.9641147654,,,E09000014,51.606797692284054,-0.0888805576663661,191502.92089560349,100000000000,,04/20/2020,Iridescent Music Ltd,,E05000283,White Hart Lane,,,,
Barking and Dagenham,Music (office based businesses),,7 Ridley Close,Barking And Dagenham,,,E09000002,Barking And Dagenham,,,545641.9605245196,,,E09000002,51.54013927405519,0.09872564969616214,184446.9228127675,100091952,,04/20/2020,Simplicity Records Ltd,,E05000035,Longbridge,,,,
Barking and Dagenham,Music (office based businesses),,92 Westrow Drive,Barking And Dagenham,,,E09000002,Barking And Dagenham,,,546068.9604084915,,,E09000002,51.54259875784539,0.10499691501814705,184732.92273516243,100032303,,04/20/2020,Nasha Records Ltd,,E05000035,Longbridge,,,,
Barking and Dagenham,Music (office based businesses),,5 Eleanor Gardens,Barking And Dagenham,,,E09000002,Barking And Dagenham,,,548687.959697537,,,E09000002,51.55768461992843,0.14347682091958727,186487.92226075346,100071807,,04/20/2020,Catchy Records Ltd,,E05000034,Heath,,,,
Waltham Forest,Music (office based businesses),,80 Cheneys Road,Waltham Forest,,,E09000031,Waltham Forest,,,539353.962234064,,,E09000031,51.55737039388725,0.008806218422386602,186187.92233971396,100000000000,,04/20/2020,Fuzz Club Ltd,,E05000590,Cann Hall,,,,
Waltham Forest,Music (office based businesses),,177 Wallwood Road,Waltham Forest,,,E09000031,Waltham Forest,,,539315.962245052,,,E09000031,51.57128985273737,0.008871332490483504,187735.92192172678,100000000000,,04/20/2020,Numen Records Ltd,,E05000605,Leytonstone,,,,
Waltham Forest,Music (office based businesses),,45 Colworth Road,Waltham Forest,,,E09000031,Waltham Forest,,,539378.9622276953,,,E09000031,51.57268504676485,0.009841960096395642,187892.92187943094,100000000000,,04/20/2020,Damaged Records,,E05000605,Leytonstone,,,,
Waltham Forest,Music (office based businesses),,14 Pendlestone Road,Waltham Forest,,,E09000031,Waltham Forest,,,537552.9627239516,,,E09000031,51.578857385052856,-0.01624035090231138,188529.9217054168,100000000000,,04/20/2020,This Feeling Records Ltd,,E05000601,Hoe Street,,,,
Waltham Forest,Music (office based businesses),,13 Station Road,Waltham Forest,,,E09000031,Waltham Forest,,,536429.9630301434,,,E09000031,51.57915696025563,-0.0324363531969872,188532.92170636955,200000000000,,04/20/2020,Radiotone Records Ltd,,E05000606,Markhouse,,,,
Waltham Forest,Music (office based businesses),,75 Brookdale Road,Waltham Forest,,,E09000031,Waltham Forest,,,537009.9628713339,,,E09000031,51.58997015197507,-0.023596133873876567,189751.9213724801,10091776916,,04/20/2020,Mvls Studio,,E05000608,William Morris,,,,www.mvlsmusic.com
Waltham Forest,Music (office based businesses),,98 Beresford Road,Waltham Forest,,,E09000031,Waltham Forest,,,537690.9626890263,,,E09000031,51.59950877413087,-0.013348928173234277,190831.92107932782,100000000000,,04/20/2020,Bokhari Records Ltd,,E05000592,Chapel End,,,,
Waltham Forest,Music (office based businesses),,65 Winchester Road,Waltham Forest,,,E09000031,Waltham Forest,,,538486.9624707103,,,E09000031,51.60578340321472,-0.0015796536050087392,191551.9208843478,100000000000,,04/20/2020,Hw Records Ltd,,E05000597,Hale End And Highams Park,,,,
Waltham Forest,Music (office based businesses),,49 Essex Road,Waltham Forest,,,E09000031,Waltham Forest,,,539282.9622546444,,,E09000031,51.628599813587336,0.01092425539728086,194112.92018869723,100000000000,,04/20/2020,D.a.d. International Licensing Ltd,,E05000593,Chingford Green,,,,
Barnet,Music (office based businesses),,42 Midland Terrace,Barnet,,,E09000003,Barnet,,,523541.9665331719,,,E09000003,51.56119651170193,-0.2191519500562704,186203.9223379683,200081406,,04/20/2020,Shaw Audio Video Installation Ltd,,E05000045,Childs Hill,,,,
Barnet,Music (office based businesses),,24 Ramsey Close,Barnet,,,E09000003,Barnet,,,521798.96700689464,,,E09000003,51.579801453659854,-0.24358070623107558,188231.92178639572,200096645,,04/20/2020,Iknobipick-Chores Uk Ltd,,E05000062,West Hendon,,,,
Barnet,Music (office based businesses),,53 Bramber Road,Barnet,,,E09000003,Barnet,,,527060.965575029,,,E09000003,51.61382380080292,-0.16626446304825784,192146.92072139715,200013199,,04/20/2020,Unbelievable Records Ltd,,E05000063,Woodhouse,,,,
Barnet,Music (office based businesses),,9 Trinity Avenue,Barnet,,,E09000003,Barnet,,,526615.9657000963,,,E09000003,51.59149297523356,-0.17358835755925547,189650.92139890575,200118918,,04/20/2020,Divine Comedy Records Uk Ltd,,E05000049,East Finchley,,,,
Barnet,Music (office based businesses),,9 Trinity Avenue,Barnet,,,E09000003,Barnet,,,526615.9657000963,,,E09000003,51.59149297523356,-0.17358835755925547,189650.92139890575,200118918,,04/20/2020,Umbrella Records Ltd,,E05000049,East Finchley,,,,
Barnet,Music (office based businesses),,22 Sherwood Road,Barnet,,,E09000003,Barnet,,,523349.96658483794,,,E09000003,51.59416760083212,-0.2206336186838711,189867.92134132632,200103066,,04/20/2020,Navras Records Ltd,,E05000055,Hendon,,,,www.navrasrecords.com
Barnet,Music (office based businesses),,46 Lankaster Gardens,Barnet,,,E09000003,Barnet,,,526727.9656676434,,,E09000003,51.60000531569009,-0.1716295231430964,190600.92114290647,200221411,,04/20/2020,Sliding Vinyl Ltd,,E05000049,East Finchley,,,,www.slidingvinyl.com
Barnet,Music (office based businesses),,38 Brookfield Crescent,Barnet,,,E09000003,Barnet,,,522877.9667135318,,,E09000003,51.610240526978686,-0.226822720557116,191644.92085802468,200015942,,04/20/2020,Phonocord Ltd,,E05000057,Mill Hill,,,,
Barnet,Music (office based businesses),,13 Fernhurst Gardens,Barnet,,,E09000003,Barnet,,,519116.96773729107,,,E09000003,51.61374329043209,-0.2810105960195264,191944.92077607987,200040931,,04/20/2020,Venus Music & Records Ltd,,E05000050,Edgware,,,,www.venusmusicandrecords.co.uk
Barnet,Music (office based businesses),,69 Avondale Avenue,Barnet,,,E09000003,Barnet,,,525718.9659408195,,,E09000003,51.61405307102731,-0.18563899381027674,192138.92072321806,200200564,,04/20/2020,Noisy Records Ltd,,E05000061,West Finchley,,,,
Barnet,Music (office based businesses),,19 Green Bank,Barnet,,,E09000003,Barnet,,,525968.9658738694,,,E09000003,51.62024295712937,-0.18178067845876503,192833.9205343335,200052009,,04/20/2020,Pavilion Records Ltd,,E05000059,Totteridge,,,,
Barnet,Music (office based businesses),,1341 High Road,Barnet,,,E09000003,Barnet,,,526348.9657695913,,,E09000003,51.632191001311064,-0.1758118632430199,194172.92016955896,200061994,,04/20/2020,Ice Records Ltd,,E05000059,Totteridge,,,,
Barnet,Music (office based businesses),,32 Daneland,Barnet,,,E09000003,Barnet,,,527864.965358687,,,E09000003,51.6436841096027,-0.15343887875976348,195489.9198114854,200030584,,04/20/2020,Trendkill Records Ltd,,E05000048,East Barnet,,,,
Barnet,Music (office based businesses),,171 Crescent Road,Barnet,,,E09000003,Barnet,,,527155.9655508175,,,E09000003,51.64645089775962,-0.1635746757626862,195779.91973412485,200028386,,04/20/2020,Albam Records Ltd,,E05000048,East Barnet,,,,
Redbridge,Music (office based businesses),,10 Abbotsford Road,Redbridge,,,E09000026,Redbridge,,,546401.9603205633,,,E09000026,51.5602044463039,0.1106138522756163,186701.922201466,100000000000,,04/20/2020,Rnc Records Ltd,,E05011244,Goodmayes,,,,
Redbridge,Music (office based businesses),,45 Kenwood Gardens,Redbridge,,,E09000026,Redbridge,,,543495.9611098549,,,E09000026,51.58150077978048,0.06965496919949048,188988.921580125,100000000000,,04/20/2020,Erra Records Ltd,,E05011235,Barkingside,,,,
Redbridge,Music (office based businesses),,69 Campbell Avenue,Redbridge,,,E09000026,Redbridge,,,544182.9609209187,,,E09000026,51.58169394769622,0.07957994951728517,189029.92157097388,100000000000,,04/20/2020,Fidelity Records Ltd,,E05011235,Barkingside,,,,
Redbridge,Music (office based businesses),,5 Chigwell Road,Redbridge,,,E09000026,Redbridge,,,540804.9618402494,,,E09000026,51.589726806783155,0.03117968214979319,189828.92135008977,100000000000,,04/20/2020,Basildon Studios Ltd,,E05011252,South Woodford,,,,
Redbridge,Music (office based businesses),,27 Kingsley Road,Redbridge,,,E09000026,Redbridge,,,544334.9608819106,,,E09000026,51.59824237106689,0.08253086288524038,190875.92106529634,100000000000,,04/20/2020,Gold Coast Army Records Ltd,,E05011242,Fairlop,,,,
Harrow,Music (office based businesses),,2 Church Avenue,Harrow,,,E09000015,Harrow,,,512695.96947948425,,,E09000015,51.58328309893319,-0.3748418829424714,188408.92173788493,100000000000,,04/20/2020,Sound For Health Ltd,,E05000300,Rayners Lane,,,,www.soundforhealth.com
Harrow,Music (office based businesses),,59a Palmerston Road,Harrow,,,E09000015,Harrow,,,515636.9686808048,,,E09000015,51.59310452933075,-0.33203130681598325,189567.9214215713,10002294589,,04/20/2020,Disc Wizards Ltd,,E05000296,Marlborough,,,,www.discwizards.com
Harrow,Music (office based businesses),,3 Scot Grove,Harrow,,,E09000015,Harrow,,,511939.969684524,,,E09000015,51.60850154640244,-0.38485925422425593,191197.92097979493,100000000000,,04/20/2020,Cadillac Music & Publishing Ltd,,E05000291,Hatch End,,,,
Harrow,Music (office based businesses),,20 Sunningdale Close,Harrow,,,E09000015,Harrow,,,516388.96847731725,,,E09000015,51.61056581601043,-0.3205299858411684,191527.92088893615,100000000000,,04/20/2020,Bronze Records Ltd,,E05000303,Stanmore Park,,,,
Harrow,Music (office based businesses),,34 Chenduit Way,Harrow,,,E09000015,Harrow,,,515877.96861583146,,,E09000015,51.61606386091697,-0.32770808025819814,192127.92072729545,100000000000,,04/20/2020,Waa Waa Records Ltd,,E05000303,Stanmore Park,,,,
Harrow,Music (office based businesses),,20 Jesmond Way,Harrow,,,E09000015,Harrow,,,518367.9679424994,,,E09000015,51.618547795208286,-0.29164827208163935,192461.9206348717,100000000000,,04/20/2020,Independiente Music Publishing Ltd,,E05000286,Canons,,,,
Harrow,Music (office based businesses),,7 Berry Hill,Harrow,,,E09000015,Harrow,,,517960.9680521045,,,E09000015,51.62162611738745,-0.2974120904886091,192794.9205450025,100000000000,,04/20/2020,Mogul Publishing Ltd,,E05000286,Canons,,,,
Enfield,Music (office based businesses),,29 Millicent Grove,Enfield,,,E09000010,Enfield,,,531738.964305206,,,E09000010,51.614609345632786,-0.0986634656365151,192353.9206646023,207010027,,04/20/2020,Deepro-Records Ltd,,E05000193,Bowes,,,,
Enfield,Music (office based businesses),,1 Angel Close,Enfield,,,E09000010,Enfield,,,534015.9636839393,,,E09000010,51.61512321649249,-0.06575205910383472,192470.9206323722,207051842,,04/20/2020,Boassy Records Ltd,,E05000197,Edmonton Green,,,,
Enfield,Music (office based businesses),,161 Lancaster Road,Enfield,,,E09000010,Enfield,,,532559.9640799132,,,E09000010,51.664119781577284,-0.08471809439797945,197884.9191627142,207136470,,04/20/2020,Down2earth Publishing Ltd,,E05000195,Chase,,,,
Enfield,Music (office based businesses),,54 Oakfield Road,Enfield,,,E09000010,Enfield,,,530274.9647004677,,,E09000010,51.62622793464345,-0.1193287470952962,193608.92032499972,207091621,,04/20/2020,Andrew & Maurice Records Ltd,,E05000209,Southgate Green,,,,
Enfield,Music (office based businesses),,445 Montagu Road,Enfield,,,E09000010,Enfield,,,535298.9633383038,,,E09000010,51.62553681834576,-0.04677242865082328,193663.92030880426,207105642,,04/20/2020,Manny Records Ltd,,E05000204,Lower Edmonton,,,,
Enfield,Music (office based businesses),,66 Amberley Road,Enfield,,,E09000010,Enfield,,,533600.9637991455,,,E09000010,51.637669710231556,-0.07078925761613847,194968.91995569854,207096838,,04/20/2020,Jetstream Records Ltd,,E05000194,Bush Hill Park,,,,
Enfield,Music (office based businesses),,48 Beatrice Road,Enfield,,,E09000010,Enfield,,,535157.9633777007,,,E09000010,51.63734266842492,-0.048302207473177365,194973.9199525136,207108233,,04/20/2020,Delite Records Ltd,,E05000203,Jubilee,,,,
Enfield,Music (office based businesses),,48 Beatrice Road,Enfield,,,E09000010,Enfield,,,535157.9633777007,,,E09000010,51.63734266842492,-0.048302207473177365,194973.9199525136,207108233,,04/20/2020,The Label That Never Sleeps Ltd,,E05000203,Jubilee,,,,
Enfield,Music (office based businesses),,10 The Grangeway,Enfield,,,E09000010,Enfield,,,531936.9642517739,,,E09000010,51.64209714289253,-0.09465063453318036,195417.91983266873,207114092,,04/20/2020,Trubshaw's Astonishing Records Ltd,,E05000200,Grange,,,,
Enfield,Music (office based businesses),,1 Chalkwell Park Avenue,Enfield,,,E09000010,Enfield,,,533030.9639534927,,,E09000010,51.647671753023474,-0.07860328447958584,196066.91965592263,207035503,,04/20/2020,Iriss Records Ltd,,E05000200,Grange,,,,
Enfield,Music (office based businesses),,136 Broadlands Avenue,Enfield,,,E09000010,Enfield,,,534959.9634313348,,,E09000010,51.653484633705006,-0.05047060312217749,196764.91946787364,207164292,,04/20/2020,Venoma Sounds Ltd,,E05000198,Enfield Highway,,,,
Enfield,Music (office based businesses),,67 Kenilworth Crescent,Enfield,,,E09000010,Enfield,,,533351.9638644854,,,E09000010,51.66326762424636,-0.07330190667648018,197810.9191833961,207140240,,04/20/2020,Dayerecords Ltd,,E05000210,Town,,,,
Enfield,Music (office based businesses),,54 Grove Road West,Enfield,,,E09000010,Enfield,,,535315.9633300062,,,E09000010,51.66975359866982,-0.04462386205762879,198584.91897274338,207155693,,04/20/2020,Jpu Records Ltd,,E05000211,Turkey Street,,,,
Southwark,Music recording studios,,212 Ilderton Road,South Bermondsey,,,,Southwark,,,535234.4300358989,,,E09000028,51.48232385434752,-0.05382658392348164,177725.28044019343,,,04/20/2020,AA Studios,,,,,,,https://www.aastudioslondon.co.uk/?gclid=Cj0KCQjwpPHoBRC3ARIsALfx-_L6E7NDEKR4tN4OzDFXZUmLJxvfcHnoYERXPsswCVeyHn8jb31DRmEaAsEdEALw_wcB
Southwark,Music recording studios,,212 Ilderton Road,South Bermondsey,,,,Southwark,,,535214.4840491593,,,E09000028,51.48230726771683,-0.05411456354927088,177722.90422118566,,,04/20/2020,Hot Money Studios/Atomic Studios,,,,,,,https://hotmoneystudios.com/
Southwark,Music recording studios,,36 Leroy Street,,,,,Southwark,,,533166.3302274976,,,E09000028,51.49421823112675,-0.08311357103576344,178994.26299604366,,,04/20/2020,Miloco HQ,,,,,,,https://milocostudios.com/studios/
Southwark,Music recording studios,,4b Copeland Park,133 Copeland Rd,London,,E09000028,Southwark,,,534404.9635804605,,,E09000028,51.46985620827541,-0.06630036052481611,176315.9250228622,0,,04/20/2020,123 Studios,,E05011113,Rye Lane,,,,www.123productions.co.uk
Southwark,Music recording studios,,93 Peckham High Streetlondon ,,,,E09000028,Southwark,,,534190.3022009158,,,E09000028,51.473792000211944,-0.06922500069014566,176748.21866872662,0,,04/20/2020,Drummer Boy Uk Ltd,,E05011110,Peckham,,,,https://www.thisisdrummerboy.com/
Westminster,Music recording studios,,3 Abbey Road,St John's Wood,,,,City Of Westminster,,,526493.974531814,,,E09000033,51.532231270610225,-0.17772030067861577,183053.67165383592,,,04/20/2020,Abbey Studios,,,,,,,https://www.abbeyroad.com/
Westminster,Music recording studios,,59 Dean Street,City Of Westminster,,,E09000033,City Of Westminster,,,529718.9648529688,,,E09000033,51.51273800326462,-0.13201988359001815,180965.923760731,100000000000,,04/20/2020,Dean Street Studios Ltd,,E05000649,West End,,,,www.deanst.com
Westminster,Music recording studios,,13 Berwick Street,City Of Westminster,,,E09000033,City Of Westminster,,,529538.9649016885,,,E09000033,51.51346226119122,-0.13458446174484956,181041.92374042526,10091912204,,04/20/2020,Silk Sound Ltd,,E05000649,West End,,,,http://www.silk.co.uk
Westminster,Music recording studios,,City Of Westminster ,,,,E09000033,City Of Westminster,,,529646.9648722556,,,E09000033,51.51379698904981,-0.13301423663426698,181081.92372927757,10033570831,,04/20/2020,De Lane Lea Studios,,E05000649,West End,,,,http://www.delanelea.com
Westminster,Music recording studios,,12 D'arblay Street,City Of Westminster,,,E09000033,City Of Westminster,,,529414.9649349563,,,E09000033,51.514649958045815,-0.13632309278777716,181170.92370543227,10033524377,,04/20/2020,Denmark Street Studios Ltd,,E05000649,West End,,,,
Westminster,Music recording studios,,18 Rodmarton Street,City Of Westminster,,,E09000033,City Of Westminster,,,527933.9653378795,,,E09000033,51.5182851633566,-0.15752153528351465,181537.9236053942,100000000000,,04/20/2020,Air Edel Recording Studios Ltd,,E05000641,Marylebone High Street,,,,www.air-edelstudios.com
Westminster,Music recording studios,,48 Broadley Terrace,City Of Westminster,,,E09000033,City Of Westminster,,,527272.9655177919,,,E09000033,51.52404223227448,-0.16681777671629028,182161.92343672476,10033600876,,04/20/2020,Broadley Studio Ltd,,E05000632,Bryanston And Dorset Square,,,,www.broadley.tv
Brent,Music recording studios,,1 Maybury Gardens,Willesdon,,,,Brent,,,522546.6472576936,,,E09000005,51.546673861426974,-0.23407407002374794,184563.8953697399,,,04/20/2020,Assualt and Battery,,,,,,,https://milocostudios.com/studios/assault-&-battery-2/intro/
Brent,Music recording studios,,57a Windsor Road,,,,,Willesden,,,522658.25398998975,,,E09000005,51.55012137127764,-0.23233072206127242,184950.18783738272,,,04/20/2020,Residents Studio,,,,,,,www.residentstudios.com/
Brent,Music recording studios,,Unit 5 Quadrant Business Centre,135,Salusbury Road,,E09000005,Brent,,,524374.9663077003,,,E09000005,51.54048674816362,-0.20794808495028236,183919.92295867612,202014691,,04/20/2020,Produbbing,,E05000098,Queens Park,,,,http://www.produbbing.com
Brent,Music recording studios,,17 Sapcote Trading Centre,High Road,Brent,,E09000005,Brent,,,521939.96696710994,,,E09000005,51.55018457624692,-0.24268878975418726,184939.92267883226,202040336,,04/20/2020,3 Sixty Studios Ltd,,E05000089,Dudden Hill,,,,www.3sixtystudios.co.uk
Brent,Music recording studios,,183 Edgware Road,Brent,,,E09000005,Brent,,,521240.967158478,,,E09000005,51.58696752914217,-0.25135931746731816,189015.92157353467,202099122,,04/20/2020,Blue Box Studios Ltd,,E05000090,Fryent,,,,www.blueboxstudios.com
Hackney,Music recording studios,,Unit 1 Baltic Place,Kingsland Road,,,,Hackney,,,533459.8448919081,,,E09000012,51.536751915776826,-0.07709373503670505,183735.03848470136,,,04/20/2020,Baltic Studios,,,,,,,https://milocostudios.com/studios/baltic-studios/
Hackney,Music recording studios,,120-124 Curtain Road,Hackney,,,E09000012,Hackney,,,533280.9918389198,,,E09000012,51.52601000061368,-0.08012500052182868,182534.978693242,0,,04/20/2020,Strongroom Bar And Kitchen,,E05009377,Hoxton East & Shoreditch,,,,http://www.strongroombar.com
Hackney,Music recording studios,,Netil House 1 Westgate St,,,,E09000012,Hackney,,,534796.9634749164,,,E09000012,51.53747545716388,-0.05778182425948099,183850.92297698156,0,,04/20/2020,Noatune Studios,,E05009381,London Fields,,,,
Hackney,Music recording studios,,Unit 4 2-18 Warburton Rd,London,,,E09000012,Hackney,,,534800.4244719429,,,E09000012,51.53874200006063,-0.05767799758846207,183991.95772901678,0,,04/20/2020,Secretsundaze Studios,,E05009381,London Fields,,,,http://www.secretsundazestudios.net/
Hackney,Music recording studios,,Unit 1 2-18 Warburton Rd,,,,E09000012,Hackney,,,534829.9634654464,,,E09000012,51.53879753631453,-0.05724966516157217,183998.92293719167,0,,04/20/2020,Urchin Studios,,E05009381,London Fields,,,,www.urchinstudios.co.uk
Hackney,Music recording studios,,32 Fortescue Avenue,Hackney,,,E09000012,Hackney,,,534831.9634641623,,,E09000012,51.540594301971254,-0.05714430859105239,184198.9228833494,10008318992,,04/20/2020,Silent Studios,,E05009381,London Fields,,,,
Hackney,Music recording studios,,270 Mare Street,Hackney,,,E09000012,Hackney,,,534968.9634267092,,,E09000012,51.544857007857146,-0.05498696304470087,184676.92275338212,100000000000,,04/20/2020,Rising Tide Trust,,E05009376,Homerton,,,,
Hackney,Music recording studios,,Unit 24 Sedgwick St,,,,E09000012,Hackney,,,535709.9632243119,,,E09000012,51.547680964303076,-0.04417881286282414,185010.92266243446,0,,04/20/2020,Sound Savers Recording Studio,,E05009376,Homerton,,,,
Hackney,Music recording studios,,112 Chatsworth Road,Hackney,,,E09000012,Hackney,,,535611.9632513006,,,E09000012,51.5549833636152,-0.045279500378347756,185820.92244146223,200000000000,,04/20/2020,Nelly Ben Hayoun Studios Ltd,,E05009380,Lea Bridge,,,,
Ealing,Music recording studios,,Unit 4A - 4B Westpoint,39-40 Warple Way,,,,Ealing,,,521181.6253526723,,,E09000009,51.50431706318114,-0.25538212229609,179818.26531592384,,,04/20/2020,Fish Factory,,,,,,,https://www.factorystudios.co.uk/
Ealing,Music recording studios,,38-40 Telford Way,Ealing,,,E09000009,Ealing,,,521189.96717265213,,,E09000009,51.52052558882052,-0.2546422762821901,181621.9235832831,12117562,,04/20/2020,Fx Rentals Ltd,,E05000175,East Acton,,,,http://www.fxgroup.net
Tower Hamlets,Music recording studios,,Unit 6 & 7 Cable Street,,,,,Tower Hamlets,,,534145.9119031638,,,E09000030,51.510638731452794,-0.0683067086185915,180847.27037701133,,,04/20/2020,Lockdown Studio (Unit 6),,,,,,,https://www.facebook.com/pg/studiolockdown/about/
